"case_id","family","structure","n_theta","n_obs","balance","regime","status","glmm_status","mm_status","n_eval_glmm","n_eval_mm","eval_ratio","dev_glmm","dev_mm","wall_glmm","wall_mm","per_eval_glmm","per_eval_mm"
"lmm_nest2_g3000p20_skew_base","gaussian","nest2",2,3000,"skew","base","ok","ok","ok",32,32,1,6385.08942518419,6385.08942518416,0.001096633,0.00229309,3.426978125e-05,7.16590625e-05
"lmm_nest2_g3000p20_single_base","gaussian","nest2",2,3000,"single","base","ok","ok","ok",26,26,1,8341.48199133788,8341.48199133791,0.003700975,0.003886948,0.000142345192307692,0.000149498
"lmm_nest2_g3000p20_bal_nearzero","gaussian","nest2",2,3000,"bal","nearzero","ok","ok","ok",31,37,0.837837837837838,6648.10373691043,6648.10373691042,0.001081557,0.002223049,3.4888935483871e-05,6.00824054054054e-05
"lmm_nest2_g3000p20_bal_lowsnr","gaussian","nest2",2,3000,"bal","lowsnr","ok","ok","ok",28,46,0.608695652173913,15382.753627506,15382.753627506,0.00100546,0.002364086,3.59092857142857e-05,5.13931739130435e-05
"lmm_nest2_g3000p100_bal_base","gaussian","nest2",2,3000,"bal","base","ok","ok","ok",39,30,1.3,5989.71287456436,5989.71287456438,0.000462715,0.001564245,1.18644871794872e-05,5.21415e-05
"lmm_nest2_g3000p100_skew_base","gaussian","nest2",2,3000,"skew","base","ok","ok","ok",35,31,1.12903225806452,5766.7588344954,5766.75883449578,0.000423902,0.001347265,1.21114857142857e-05,4.34601612903226e-05
"lmm_nest2_g3000p100_single_base","gaussian","nest2",2,3000,"single","base","ok","ok","ok",34,29,1.17241379310345,7634.34979239352,7634.34979239345,0.003971282,0.003559241,0.000116802411764706,0.000122732448275862
"lmm_nest2_g3000p100_bal_nearzero","gaussian","nest2",2,3000,"bal","nearzero","ok","ok","ok",29,34,0.852941176470588,5792.5436415646,5792.54364156462,0.000380146,0.001301419,1.31084827586207e-05,3.82770294117647e-05
"lmm_nest2_g3000p100_bal_lowsnr","gaussian","nest2",2,3000,"bal","lowsnr","ok","ok","ok",32,38,0.842105263157895,15394.7938229272,15394.7938229272,0.000405492,0.001325665,1.2671625e-05,3.48859210526316e-05
"lmm_nest2_g30000p5_bal_base","gaussian","nest2",2,30000,"bal","base","ok","ok","ok",25,29,0.862068965517241,85033.3094782916,85033.3094782962,0.028815438,0.037095341,0.00115261752,0.00127914968965517
"lmm_nest2_g30000p5_skew_base","gaussian","nest2",2,30000,"skew","base","ok","ok","ok",30,34,0.882352941176471,73504.159858729,73504.1598587277,0.026124463,0.030821518,0.000870815433333333,0.000906515235294118
"lmm_nest2_g30000p5_single_base","gaussian","nest2",2,30000,"single","base","ok","ok","ok",27,30,0.9,94103.4696700448,94103.469670051,0.059308901,0.066440472,0.00219662596296296,0.0022146824
"lmm_nest2_g30000p5_bal_nearzero","gaussian","nest2",2,30000,"bal","nearzero","ok","ok","ok",36,32,1.125,76553.7124270934,76553.7124270924,0.039931423,0.062439692,0.00110920619444444,0.001951240375
"lmm_nest2_g30000p5_bal_lowsnr","gaussian","nest2",2,30000,"bal","lowsnr","ok","ok","ok",38,41,0.926829268292683,156044.46256184,156044.462561841,0.041842814,0.045892827,0.00110112668421053,0.00111933724390244
"lmm_nest2_g30000p20_bal_base","gaussian","nest2",2,30000,"bal","base","ok","ok","ok",35,36,0.972222222222222,67867.3860088003,67867.3860088019,0.011047675,0.018600038,0.000315647857142857,0.000516667722222222
"lmm_nest2_g30000p100_bal_base","gaussian","nest2",2,30000,"bal","base","ok","ok","ok",33,29,1.13793103448276,58998.1462761289,58998.1462761296,0.003325608,0.06703837,0.000100776,0.00231166793103448
"lmm_q2s_g300p5_bal_base","gaussian","q2s",3,300,"bal","base","ok","ok","ok",46,45,1.02222222222222,827.316185749503,827.316185749503,0.000450985,0.002138859,9.80402173913044e-06,4.75302e-05
"lmm_q2s_g300p20_bal_base","gaussian","q2s",3,300,"bal","base","ok","ok","ok",45,48,0.9375,704.620986451579,704.620986451579,0.000234656,0.001072702,5.21457777777778e-06,2.23479583333333e-05
"lmm_q2s_g3000p5_bal_base","gaussian","q2s",3,3000,"bal","base","ok","ok","ok",49,34,1.44117647058824,8342.97788307731,8342.97788307788,0.003428052,0.011603663,6.99602448979592e-05,0.000341284205882353
"lmm_q2s_g3000p20_bal_base","gaussian","q2s",3,3000,"bal","base","ok","ok","ok",45,70,0.642857142857143,6621.20489274585,6621.20489274586,0.000954727,0.006560191,2.12161555555556e-05,9.37170142857143e-05
"lmm_q2s_g3000p100_bal_base","gaussian","q2s",3,3000,"bal","base","ok","ok","ok",62,73,0.849315068493151,5700.05417378926,5700.05417378926,0.000502304,0.002345004,8.10167741935484e-06,3.21233424657534e-05
"lmm_q2s_g30000p5_bal_base","gaussian","q2s",3,30000,"bal","base","ok","ok","ok",47,38,1.23684210526316,83784.1358205259,83784.1358205546,0.031741727,0.122347002,0.000675355893617021,0.00321965794736842
"lmm_q2s_g30000p5_skew_base","gaussian","q2s",3,30000,"skew","base","ok","ok","ok",48,56,0.857142857142857,72084.4592009486,72084.4592009485,0.025186357,0.138528541,0.000524715770833333,0.00247372394642857
"lmm_q2s_g30000p5_single_base","gaussian","q2s",3,30000,"single","base","ok","ok","ok",44,44,1,93936.0762567152,93936.0762567158,0.058305665,0.27495628,0.00132512875,0.00624900636363636
"lmm_q2s_g30000p5_bal_nearzero","gaussian","q2s",3,30000,"bal","nearzero","ok","ok","ok",44,64,0.6875,71222.146285725,71222.1462857238,0.029640079,0.197967786,0.000673638159090909,0.00309324665625
"lmm_q2s_g30000p5_bal_highcorr","gaussian","q2s",3,30000,"bal","highcorr","ok","ok","ok",49,52,0.942307692307692,77349.3896246976,77349.3896246997,0.033015126,0.163240149,0.000673778081632653,0.00313923363461538
"lmm_q2s_g30000p5_bal_lowsnr","gaussian","q2s",3,30000,"bal","lowsnr","ok","ok","ok",41,48,0.854166666666667,155551.355496197,155551.355496197,0.027882813,0.152152514,0.000680068609756098,0.00316984404166667
"lmm_q2s_g30000p20_bal_base","gaussian","q2s",3,30000,"bal","base","ok","ok","ok",57,41,1.39024390243902,66535.089710984,66535.0897109876,0.010444175,0.037145816,0.000183231140350877,0.000905995512195122
"lmm_q2s_g30000p20_skew_base","gaussian","q2s",3,30000,"skew","base","ok","ok","ok",55,48,1.14583333333333,62782.1336491129,62782.1336491133,0.010073186,0.047371631,0.000183148836363636,0.000986908979166667
"lmm_q2s_g30000p20_single_base","gaussian","q2s",3,30000,"single","base","ok","ok","ok",39,46,0.847826086956522,81310.041536956,81310.0415369567,0.032912687,0.194811657,0.000843915051282051,0.00423503602173913
"lmm_q2s_g30000p20_bal_nearzero","gaussian","q2s",3,30000,"bal","nearzero","ok","ok","ok",59,90,0.655555555555556,60515.4348241838,60515.4348241365,0.010806953,0.074158229,0.000183168694915254,0.000823980322222222
"lmm_q2s_g30000p20_bal_highcorr","gaussian","q2s",3,30000,"bal","highcorr","ok","ok","ok",50,68,0.735294117647059,63560.9551683266,63560.9551683248,0.009316014,0.057111661,0.00018632028,0.000839877367647059
"lmm_q2s_g30000p20_bal_lowsnr","gaussian","q2s",3,30000,"bal","lowsnr","ok","ok","ok",47,59,0.796610169491525,154251.858385608,154251.858385608,0.008870182,0.050503829,0.000188727276595745,0.000855997101694915
"lmm_q2s_g30000p100_bal_base","gaussian","q2s",3,30000,"bal","base","ok","ok","ok",62,70,0.885714285714286,57286.0350220941,57286.0350220928,0.003228461,0.016345311,5.20719516129032e-05,0.000233504442857143
"lmm_q2s_g30000p100_skew_base","gaussian","q2s",3,30000,"skew","base","ok","ok","ok",55,82,0.670731707317073,57604.2347224175,57604.234722418,0.003026471,0.01889591,5.50267454545455e-05,0.000230437926829268
"lmm_q2s_g30000p100_single_base","gaussian","q2s",3,30000,"single","base","ok","ok","ok",43,43,1,74674.3896603453,74674.3896603442,0.030533017,0.144281592,0.000710070162790698,0.00335538586046512
"lmm_q2s_g30000p100_bal_nearzero","gaussian","q2s",3,30000,"bal","nearzero","ok","ok","ok",78,56,1.39285714285714,56372.341666652,56372.3416666882,0.003796728,0.013914618,4.8676e-05,0.000248475321428571
"lmm_q2s_g30000p100_bal_highcorr","gaussian","q2s",3,30000,"bal","highcorr","ok","ok","ok",66,71,0.929577464788732,57225.4929705369,57225.4929705512,0.003407711,0.388957974,5.16319848484848e-05,0.00547828132394366
"lmm_q2s_g30000p100_bal_lowsnr","gaussian","q2s",3,30000,"bal","lowsnr","ok","ok","ok",64,64,1,152080.199764027,152080.199764027,0.003292195,0.015306042,5.1440546875e-05,0.00023915690625
"lmm_nest3_g300p5_bal_base","gaussian","nest3",3,300,"bal","base","ok","ok","ok",36,41,0.878048780487805,988.246202782555,988.246202782556,0.039121455,0.075428627,0.00108670708333333,0.0018397226097561
"lmm_nest3_g300p20_bal_base","gaussian","nest3",3,300,"bal","base","ok","ok","ok",48,48,1,778.584313667207,778.584313667215,0.007469355,0.005948499,0.0001556115625,0.0001239270625
"lmm_nest3_g3000p5_bal_base","gaussian","nest3",3,3000,"bal","base","ok","ok","timeout",41,0,NA,9615.27483451162,NA,0.035592248,20,0.000868103609756098,20
"lmm_nest3_g3000p20_bal_base","gaussian","nest3",3,3000,"bal","base","ok","ok","ok",53,38,1.39473684210526,7867.32221571629,7867.32221571627,0.019934096,2.2291781,0.000376115018867924,0.0586625815789474
"lmm_nest3_g3000p100_bal_base","gaussian","nest3",3,3000,"bal","base","ok","ok","ok",50,62,0.806451612903226,6364.78443742921,6364.78443742949,0.044158502,0.03904375,0.00088317004,0.000629737903225806
"lmm_nest3_g30000p5_bal_base","gaussian","nest3",3,30000,"bal","base","ok","ok","timeout",44,0,NA,96527.1815662791,NA,0.400445393,20,0.00910103165909091,20
"lmm_nest3_g30000p20_bal_base","gaussian","nest3",3,30000,"bal","base","ok","ok","timeout",48,0,NA,79312.4949888821,NA,0.190665716,20,0.00397220241666667,20
